SOR,DTA,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25
1128,05/11/2014,1,1,1,1,,1,1,,,1,1,1,,1,,1,1,,,1,,,,1,1
1129,07/11/2014,,1,1,1,1,,1,1,,,,1,1,,,1,1,1,1,,1,1,1,,
1130,10/11/2014,1,1,,,1,,,1,,1,1,1,1,1,1,,1,,,1,,1,,1,1
1131,12/11/2014,,1,1,1,,1,,,,,,1,,1,1,1,1,,1,1,1,1,,1,1
1132,14/11/2014,1,1,,,,1,1,1,1,,1,1,1,1,,,1,,,,1,1,1,1,
1133,17/11/2014,,1,,1,1,1,1,1,1,1,,1,1,1,,1,,1,,,,,,1,1
1134,19/11/2014,1,1,,1,,,,1,,1,1,1,1,1,1,,1,1,,1,,,1,,1
1135,21/11/2014,,,1,1,1,,,1,1,1,,1,,,1,1,1,1,1,,,,1,1,1
1136,24/11/2014,1,1,,,1,1,1,,1,1,1,,,,1,,1,1,1,,1,1,,1,
1137,26/11/2014,,1,,1,1,,1,1,1,1,1,1,,,1,,,,1,1,1,,1,,1
1138,28/11/2014,1,1,1,,1,1,1,,,1,1,,1,,1,1,,1,,1,1,1,,,
1139,01/12/2014,1,1,1,,,1,,,,,1,,1,1,1,1,1,1,1,,1,1,,,1
1140,03/12/2014,,,1,1,1,1,1,1,,1,,,,,1,,,1,1,1,1,,1,1,1
1141,05/12/2014,,,,,1,1,,,1,1,1,1,1,,1,1,1,1,,,,1,1,1,1
1142,08/12/2014,,1,,1,,,1,1,1,1,,1,1,,1,1,,,1,1,,1,1,1,
1143,10/12/2014,1,,1,1,,1,,,,1,1,1,1,1,,1,1,1,,,,,1,1,1
1144,12/12/2014,,1,1,1,,1,1,1,,1,,,1,1,,,1,1,1,,,,1,1,1
1145,15/12/2014,,,1,1,1,1,,1,1,,1,,1,1,1,1,1,1,,,,,1,1,
1146,17/12/2014,,1,1,1,1,,1,,,,1,,1,,1,,1,1,1,,1,1,,1,1
1147,19/12/2014,1,,,,,1,1,1,1,,1,1,,1,1,1,,1,1,1,,1,,,1
1148,22/12/2014,1,,1,1,1,1,,,1,1,,,1,1,,1,1,1,1,1,,,,1,
1149,24/12/2014,1,1,1,,,1,1,1,,1,,1,,,1,,1,1,1,,1,1,1,,
1150,26/12/2014,,,,,1,,1,1,1,,1,1,1,1,1,,1,1,,1,,1,1,1,
1151,29/12/2014,1,,1,,,,1,,1,1,1,1,,1,1,1,,,,1,1,1,,1,1
1152,31/12/2014,,,1,1,1,,1,1,1,1,,1,,,,1,,1,1,1,1,1,,,1
1153,02/01/2015,1,1,1,,1,1,,1,1,,,1,1,,1,,,1,1,1,,,,1,1
1154,05/01/2015,1,,1,1,1,,,,,1,1,,1,,1,1,1,,1,,1,,1,1,1
1155,07/01/2015,1,1,1,1,,,,1,1,,,1,1,,1,1,,1,1,,,1,,1,1
1156,09/01/2015,1,,1,1,,1,1,,,,1,1,1,1,1,,1,,,,1,1,,1,1
1157,12/01/2015,,1,,1,1,1,1,1,,,1,1,1,,1,1,,1,,,1,1,,1,
1158,14/01/2015,,1,1,,1,,1,,,1,,,1,1,1,1,1,,1,1,,1,,1,1
1159,16/01/2015,1,1,1,1,,1,,1,1,,,,,1,1,1,1,,,,,1,1,1,1
1160,19/01/2015,,1,,1,1,1,1,1,,1,1,,,,1,1,1,1,,,1,1,,,1
1161,21/01/2015,1,1,,1,1,1,,1,,1,1,,,,1,,1,1,1,,,1,,1,1
1162,23/01/2015,1,,1,1,,,1,,1,,1,,1,,1,,,1,1,1,1,,1,1,1
1163,26/01/2015,,1,,,,1,1,,1,,1,1,1,1,,1,1,,1,1,1,,1,1,
1164,28/01/2015,,,1,1,1,,,1,,1,1,,1,,1,,1,,,1,1,1,1,1,1
1165,30/01/2015,1,1,1,,1,,,1,1,1,,1,,,1,,1,1,1,,1,1,,,1
1166,02/02/2015,,1,,1,1,1,,,1,1,,1,,1,1,,1,1,1,1,1,,,1,
1167,04/02/2015,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,,,1,,1,,
1168,06/02/2015,1,,1,1,1,,1,1,1,1,1,,1,,,1,,,1,,,,1,1,1
1169,09/02/2015,,1,1,1,,,1,1,1,,,1,,,1,1,1,1,,,1,1,,1,1
1170,11/02/2015,1,1,,1,,,1,1,,1,,,1,,1,1,,1,1,1,1,1,,,1
1171,13/02/2015,1,,,,,,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,
1172,18/02/2015,,1,,,,1,,1,1,1,1,1,1,1,,1,,,1,1,,,1,1,1
1173,20/02/2015,1,1,,1,1,,1,1,1,,1,,,1,,1,,1,1,1,1,1,,,
1174,23/02/2015,1,1,1,,1,1,,1,1,1,1,,1,,1,,1,1,1,,,,1,,
1175,25/02/2015,1,,1,1,,,,1,,1,,1,1,1,1,,,,1,1,1,,1,1,1
1176,27/02/2015,,1,1,,1,,1,,,1,1,1,1,,1,1,,1,1,1,,,1,,1
1177,02/03/2015,,1,1,,1,1,,1,1,1,1,1,,,,1,1,,,1,,1,1,,1
1178,04/03/2015,1,,,1,,,1,1,1,,1,1,,,,1,1,1,1,1,1,,1,1,
1179,06/03/2015,1,1,1,,1,1,1,1,1,,,,1,,1,,,1,1,1,1,,,,1
1180,09/03/2015,1,1,,,,1,1,1,1,1,1,,1,1,1,,,,1,1,,1,1,,
1181,11/03/2015,,,1,1,1,1,1,1,1,,1,,1,1,,,,,,1,1,1,1,1,
1182,13/03/2015,,,1,,,1,1,1,,1,,1,1,,,1,,1,1,1,1,1,,1,1
1183,16/03/2015,1,,1,1,,,,,1,,1,,1,1,1,1,,1,1,1,,1,,1,1
1184,18/03/2015,,1,,1,,1,1,,,1,1,1,,1,,1,1,1,1,1,1,,,,1
1185,20/03/2015,,,1,,1,1,1,,1,,,,1,1,,1,,1,1,,1,1,1,1,1
1186,23/03/2015,1,1,,1,1,1,,,1,,1,,,1,1,1,,1,,1,,1,1,1,
1187,25/03/2015,1,1,,1,,,1,1,,1,1,1,,1,,1,,,1,,1,1,1,,1
1188,27/03/2015,1,1,,1,1,1,,1,,1,,1,1,1,,,,1,,1,,1,1,1,
1189,30/03/2015,,,1,1,1,,,1,1,,,1,1,1,1,,1,1,1,1,1,,,,1
1190,01/04/2015,,1,1,1,,1,,,1,1,1,,,1,1,1,1,,,,1,1,1,,1
1191,04/04/2015,1,1,1,,1,,1,,,1,,1,1,1,,1,1,1,,,,1,,1,1
1192,06/04/2015,1,1,1,1,1,1,,,1,,1,1,1,,1,1,,,1,1,1,,,,
1193,08/04/2015,1,,,1,,,1,1,1,1,,,1,1,1,,,1,1,1,,1,1,,1
1194,10/04/2015,,1,,1,,,,1,1,1,,1,,,1,1,1,1,1,,,1,1,1,1
1195,13/04/2015,1,,,,1,1,,,1,1,1,1,,1,1,,1,1,1,1,,1,,,1
1196,15/04/2015,1,1,,1,,1,1,1,1,,1,1,,,,1,1,1,1,1,,,1,,
1197,17/04/2015,1,,,1,1,1,1,1,,,1,,1,1,,1,1,1,,1,,,,1,1
1198,20/04/2015,1,,1,1,,1,1,,1,1,1,,,,1,,1,,,1,1,1,1,,1
1199,22/04/2015,1,1,1,1,1,1,,,,1,,,,1,1,1,,,1,,1,1,,1,1
1200,24/04/2015,,,1,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,1,,1,1
1201,27/04/2015,,,,,1,1,,,1,1,1,,,1,,1,,1,1,1,1,1,1,1,1
1202,29/04/2015,,1,1,1,,,,1,,1,,,1,1,,1,1,1,1,1,,,1,1,1
1203,02/05/2015,1,1,1,,1,1,,,,,1,1,1,1,1,,1,,,,,1,1,1,1
1204,04/05/2015,1,1,,,1,,1,1,1,,,1,1,,1,1,,,1,1,1,1,1,,
1205,06/05/2015,1,,1,,,1,,1,1,,1,1,,1,,,1,1,,1,1,1,,1,1
1206,08/05/2015,1,,1,,1,,1,,,1,1,,1,1,1,,,1,,,1,1,1,1,1
1207,11/05/2015,1,,1,1,,,1,,1,1,1,1,1,1,1,,,1,1,,1,,,1,
1208,13/05/2015,1,1,1,1,1,,,,,1,1,,,1,1,,,1,1,1,,1,,1,1
1209,15/05/2015,,,1,1,1,,1,1,1,1,1,,,1,1,1,,1,1,1,,,,1,
1210,18/05/2015,1,1,,1,,,,1,,1,1,,1,,1,1,,1,1,1,1,1,,,1
1211,20/05/2015,1,1,1,,1,,1,,,1,1,1,1,,1,1,1,,,1,,,1,1,
1212,22/05/2015,1,1,1,,1,1,1,1,1,1,,,,,1,1,1,1,,1,,,,1,
1213,25/05/2015,,1,1,,1,1,1,1,1,1,,,,1,,,1,1,,1,,,1,1,1
1214,27/05/2015,1,1,1,1,1,,1,1,1,,,,1,1,,,,1,1,1,1,,1,,
1215,29/05/2015,,,1,,,,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,,1,
1216,01/06/2015,1,1,1,,,,1,,,1,,1,,1,1,,1,1,,1,1,1,1,1,
1217,03/06/2015,1,,1,,,1,1,1,1,1,1,1,1,,,,1,,1,1,,,,1,1
1218,05/06/2015,1,1,1,1,1,,1,,1,1,1,,1,1,,,,1,,1,1,,1,,
1219,08/06/2015,,1,1,1,1,1,,1,1,1,,,,1,,1,,,1,1,,1,1,,1
1220,10/06/2015,,1,1,1,1,1,1,,1,,,,1,1,,,1,1,1,1,,,1,,1
1221,12/06/2015,,1,1,1,,1,,,1,1,,1,,1,1,,,1,1,,1,1,1,1,
1222,15/06/2015,1,1,1,1,1,,,1,1,1,1,,1,,1,,1,,,1,,1,,1,
1223,17/06/2015,,1,,,,1,1,1,1,1,,,1,1,,1,1,1,,1,1,1,1,,
1224,19/06/2015,1,1,,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,,,,,,
1225,22/06/2015,,1,1,,1,,1,,,,1,,1,1,1,,1,1,,1,1,,1,1,1
1226,24/06/2015,1,,1,,1,,1,1,,1,1,,,1,1,,1,,1,,1,1,1,1,
1227,26/06/2015,1,1,,,,,1,1,1,1,1,1,1,1,,,1,,1,,1,1,,,1
1228,29/06/2015,1,1,1,1,,1,1,,1,1,,1,1,,,,1,,,1,,1,1,1,
1229,01/07/2015,1,1,1,,1,1,1,1,,,,,1,1,,,1,,1,1,,1,,1,1
1230,03/07/2015,1,1,1,,1,1,1,1,,1,1,1,1,,,,1,1,1,,1,,,,
1231,06/07/2015,1,,1,1,1,,1,1,,,,1,1,,1,1,,1,,1,1,1,,,1
1232,08/07/2015,,1,1,,1,1,,,1,1,,,1,1,1,1,,,1,,1,,1,1,1
1233,10/07/2015,1,,,1,1,,,,1,1,,,1,1,1,1,1,1,1,,,1,1,,1
1234,13/07/2015,1,1,,,1,,,1,1,1,,,,1,,1,1,1,1,1,1,,,1,1
1235,15/07/2015,1,1,1,1,,1,,,1,1,1,1,1,,1,,1,1,,1,,,,1,
1236,17/07/2015,1,1,1,,1,1,1,,1,1,1,1,1,,,,1,,1,,,,1,,1
1237,20/07/2015,,,1,,1,1,1,1,1,1,,1,1,1,,,,1,,,1,1,,1,1
1238,22/07/2015,,1,1,,1,,1,1,1,,1,,1,1,1,1,1,1,,,1,,,,1
1239,24/07/2015,,,,,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,,1,,1,
1240,27/07/2015,1,1,1,1,1,1,,,1,,,1,1,,,1,,1,1,1,,1,,1,
1241,29/07/2015,1,,,1,1,,,1,1,1,1,1,1,,1,,1,,,1,,1,,1,1
1242,31/07/2015,1,1,,1,1,,1,,,,1,,,1,1,1,,,1,1,1,,1,1,1
1243,03/08/2015,1,1,,1,1,1,,1,,,,1,1,1,1,1,1,,,,,1,,1,1
1244,05/08/2015,1,,1,,1,,1,,1,1,1,1,1,,,1,1,,1,,1,,1,,1
1245,07/08/2015,,1,1,1,1,1,,1,1,,1,,,,1,1,1,1,1,,1,,,,1
1246,10/08/2015,1,,,1,,,1,1,1,1,,1,1,,,1,1,1,1,,,1,,1,1
1247,12/08/2015,,1,1,,,,1,1,1,,1,,,,1,1,1,1,1,1,,,1,1,1
1248,14/08/2015,1,,1,,1,,,,,1,1,1,1,,1,1,1,,1,1,,1,,1,1
1249,17/08/2015,,,1,1,1,1,,,1,,,1,1,1,1,,,1,1,1,,1,,1,1
1250,19/08/2015,,1,1,1,1,,1,,1,1,,,,1,1,,1,1,1,1,,,,1,1
1251,21/08/2015,,1,,,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,,1,,1
1252,24/08/2015,1,,1,1,1,1,,1,1,1,1,1,,,1,,,,,1,1,,1,1,
1253,26/08/2015,1,1,1,,1,1,1,,,,1,,,,1,1,,1,,1,,1,1,1,1
1254,28/08/2015,,1,1,,,,,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,,
1255,08/09/2015,1,1,,1,,1,1,,1,1,,,1,1,,1,,1,,1,1,,1,,1
1256,09/09/2015,1,1,,,,1,,1,,1,1,1,1,1,1,1,,1,1,,,1,1,,
1257,11/09/2015,1,1,,,1,1,,1,,1,1,1,1,1,,1,,,1,1,,1,,,1
1258,14/09/2015,,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,1,1,,1,,1
1259,16/09/2015,,1,,,1,,,1,1,1,,,1,1,,1,1,1,1,1,,1,1,,1
1260,18/09/2015,1,1,1,1,1,1,1,,,,1,,,1,1,,1,1,,1,,1,,1,
1261,21/09/2015,1,,,1,1,,1,,,1,,1,,,1,1,1,1,1,1,1,1,,,1
1262,23/09/2015,1,,1,1,,1,,1,,,1,1,1,,,1,1,,,1,1,1,1,1,
1263,25/09/2015,,,1,1,1,,,1,1,1,1,1,1,,,1,,1,,1,,1,1,,1
1264,28/09/2015,1,,,1,1,,,1,,1,1,1,,1,,,1,1,,,1,1,1,1,1
1265,30/09/2015,1,1,1,1,,,1,,,,1,,1,1,1,1,,,1,,,1,1,1,1
1266,02/10/2015,1,1,1,,1,1,,1,1,1,1,,1,1,1,,,,,1,,,1,1,
1267,05/10/2015,,1,1,,1,1,1,,1,,1,1,1,,1,1,1,1,,,,1,,,1
1268,07/10/2015,1,1,1,,,1,1,1,,,1,1,1,,1,,1,1,,,1,1,,1,
1269,09/10/2015,1,,,1,1,,1,1,,,1,,1,1,,1,1,1,,1,1,1,1,,
1270,13/10/2015,1,1,1,1,1,1,,1,1,1,1,,1,,,,,,,1,1,,1,,1
1271,14/10/2015,1,1,,1,,1,,1,1,,1,1,1,1,,,1,1,,,,,1,1,1
1272,16/10/2015,1,,,1,,,1,,1,1,,,,1,1,,1,1,1,1,1,,1,1,1
1273,19/10/2015,1,,1,,1,1,,1,,,1,1,1,1,1,,,1,1,1,,1,,1,
1274,21/10/2015,1,,1,,,,1,1,,1,1,1,1,1,1,,,1,1,1,,1,,,1
1275,23/10/2015,,,1,,,1,1,1,,1,1,,1,1,1,1,1,1,,1,,,1,,1
1276,26/10/2015,1,,1,,1,,1,,,1,,1,,1,1,1,,1,1,,1,1,1,1,
1277,28/10/2015,1,1,1,1,,1,,,1,1,,1,1,,1,,1,1,,,1,1,,,1
1278,30/10/2015,,,,1,,1,1,,1,1,,1,,,1,1,1,1,1,1,1,1,,1,
1279,03/11/2015,1,,1,1,,,1,1,1,,1,1,1,1,,1,,1,1,,1,,1,,
1280,04/11/2015,1,,1,1,1,,1,,1,,1,,,1,1,,1,,1,,,1,1,1,1
1281,06/11/2015,1,,1,,1,1,,1,1,,,1,1,,1,,,,1,,1,1,1,1,1
1282,09/11/2015,,,,,1,1,1,,1,1,1,1,,1,,,1,,1,1,1,1,1,,1
1283,11/11/2015,,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,,1,1,,
1284,13/11/2015,,1,,1,1,,1,1,,1,1,,1,,,1,1,1,,1,,1,1,,1
1285,16/11/2015,1,1,,,,1,1,,,1,1,1,,,1,1,1,1,,1,,1,,1,1
1286,18/11/2015,1,,1,1,1,,1,,,1,1,1,,,,1,1,,1,1,1,,1,,1
1287,20/11/2015,,,1,1,1,1,,,1,,1,,1,,,,1,1,1,,1,1,1,1,1
1288,23/11/2015,1,1,,,1,,,,1,1,,,1,,1,1,1,1,1,1,,,1,1,1
1289,25/11/2015,1,1,,,1,,1,1,,,1,,1,,1,1,1,1,,1,,1,,1,1
1290,27/11/2015,1,,1,1,1,1,,,,,1,,1,1,,1,,,1,1,1,1,1,,1
1291,30/11/2015,1,,,,,1,1,1,,1,1,1,1,,1,1,,1,1,1,1,,,1,
1292,02/12/2015,1,1,1,,,,1,1,,1,1,,,1,1,,1,,1,,,1,1,1,1
1293,04/12/2015,1,1,,,,,1,1,1,1,1,1,1,,1,,1,1,,1,,1,,1,
1294,07/12/2015,,1,,,1,1,1,1,,1,1,1,1,1,,1,,1,,1,,,1,,1
1295,09/12/2015,,,1,,,1,,,1,1,1,1,1,1,1,,1,1,1,,,,1,1,1
1296,11/12/2015,,,,,1,,1,,1,1,1,,,1,1,1,1,1,1,1,1,,1,,1
1297,14/12/2015,1,1,,,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,1,,,
1298,16/12/2015,,1,1,1,,1,1,,1,,,1,,,,,1,1,,1,1,1,1,1,1
1299,18/12/2015,1,,1,,1,,1,1,,,1,,1,,,,1,1,1,1,1,1,1,,1
1300,21/12/2015,,1,,,,1,1,,1,1,1,1,1,1,1,,,1,,1,,,1,1,1
1301,23/12/2015,1,1,1,1,,1,1,,1,1,,,,1,,1,1,,1,,,1,,1,1
1302,26/12/2015,,,1,1,,1,,,1,,1,1,1,1,1,1,1,1,,1,,1,,,1
1303,28/12/2015,1,,,,1,,,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,,
1304,30/12/2015,1,1,1,,,,1,1,,1,1,,1,1,,,1,1,1,1,1,,,,1
1305,02/01/2016,,1,1,1,1,1,1,1,,,1,1,1,,1,,1,,,1,,,1,,1
1306,04/01/2016,1,1,,,1,1,1,,1,,,1,1,1,1,,,1,1,1,,1,1,,
1307,06/01/2016,,,1,1,,1,,1,1,1,,1,1,1,1,1,,1,,1,1,,1,,
1308,08/01/2016,,,1,,1,1,1,1,1,,1,,,1,,1,1,,1,1,,1,1,,1
1309,11/01/2016,,1,,1,1,1,,1,,1,,1,1,1,,1,,1,1,1,,,,1,1
1310,13/01/2016,1,1,1,1,1,,1,1,,1,1,,,,1,,1,1,1,,1,,1,,
1311,15/01/2016,,1,1,,1,1,,1,,1,1,1,,1,1,,1,1,,1,,,1,,1
1312,18/01/2016,1,1,,1,1,1,1,,1,,1,,1,,,,,1,1,1,,,1,1,1
1313,20/01/2016,1,,,1,,,,1,,1,1,,1,,1,1,1,,,1,1,1,1,1,1
1314,22/01/2016,,,1,,1,,,1,1,1,1,,,1,1,1,,1,1,,1,1,,1,1
1315,25/01/2016,1,1,1,1,1,,,1,,1,1,1,,1,,1,,1,1,,,,1,,1
1316,27/01/2016,1,1,1,1,1,1,,,,,1,1,,,1,,1,,1,1,,,1,1,1
1317,29/01/2016,1,,1,,1,,1,1,1,1,1,,,1,,1,,,,1,,1,1,1,1
1318,01/02/2016,1,1,1,1,,1,1,1,1,,,1,1,1,1,,1,,,1,,,1,,
1319,03/02/2016,,,1,,1,1,,1,1,1,1,,1,1,1,,1,,1,,,1,1,,1
1320,05/02/2016,,1,1,1,1,,,,1,,1,1,1,,1,1,1,,,,1,1,1,,1
1321,10/02/2016,,1,1,1,,1,1,,1,1,1,,1,1,,,,1,1,1,,,1,1,
1322,12/02/2016,1,1,,,,1,1,1,1,,1,,1,,1,1,1,1,,,1,,,1,1
1323,15/02/2016,1,,,1,1,1,,,1,1,1,,1,1,,,1,,1,1,1,1,1,,
1324,17/02/2016,1,,,1,1,1,1,1,,1,1,,1,,,,1,1,1,,1,,,1,1
1325,19/02/2016,,1,1,,1,1,1,,1,1,,,,1,1,1,,1,1,1,1,,,,1
1326,22/02/2016,1,,1,1,,1,,1,1,1,,,,,,,1,1,1,1,1,1,,1,1
1327,24/02/2016,1,,1,1,1,,1,,,1,,,1,1,,1,1,1,,1,,1,1,,1
1328,26/02/2016,,1,,,1,1,,1,1,1,,,1,,1,1,1,,,,1,1,1,1,1
1329,29/02/2016,,1,1,1,1,,1,,,1,1,,1,,1,1,,1,,,,1,1,1,1
1330,02/03/2016,,,,1,1,,1,,,1,,1,1,,,1,1,1,1,1,,1,1,1,1
1331,04/03/2016,1,1,1,,1,1,1,,,1,1,,,1,1,1,,1,,,,,1,1,1
1332,07/03/2016,1,,,1,1,1,,1,,,1,1,1,1,1,1,,1,,1,1,,,1,
1333,09/03/2016,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,,1,,1,,1,
1334,11/03/2016,,,1,1,,1,1,,1,1,1,,1,,1,1,1,1,1,,1,1,,,
1335,14/03/2016,1,,1,1,,1,1,,1,1,1,,1,,,1,1,1,,,,,1,1,1
1336,16/03/2016,,,,,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,
1337,18/03/2016,1,,1,,1,1,,1,1,1,,1,1,,1,1,,,1,,1,,1,,1
1338,21/03/2016,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,,1,,,,,,
1339,23/03/2016,,1,1,1,1,1,1,1,,,1,,1,1,,1,,,,1,1,,1,1,
1340,26/03/2016,1,1,,1,1,,1,,1,1,,1,1,1,,1,1,1,1,,,1,,,
1341,28/03/2016,1,,1,1,,,,1,1,1,,,1,1,1,1,1,,,1,1,,1,1,
1342,30/03/2016,1,1,1,,1,,,,1,1,1,1,1,,1,,,,,1,1,,1,1,1
1343,01/04/2016,,1,,1,1,,,,1,1,1,,1,1,1,1,1,,1,,1,,1,1,
1344,04/04/2016,,1,,1,,1,1,1,,1,1,1,1,,,,1,1,,,1,,1,1,1
1345,06/04/2016,1,,1,,,,1,1,1,1,1,,,1,1,,1,,1,,1,1,,1,1
1346,08/04/2016,,1,1,,1,,1,1,,1,1,,,1,1,,,1,1,1,1,,1,,1
1347,11/04/2016,1,,1,,1,1,1,1,,1,,1,1,1,,,1,1,,1,,,1,1,
1348,13/04/2016,1,1,,,,1,1,1,1,1,,,,1,1,,,1,,1,1,1,,1,1
1349,15/04/2016,,1,1,1,1,1,1,1,,,,1,,1,,1,,1,1,,1,,,1,1
1350,18/04/2016,1,,,,1,1,,1,1,,1,1,1,1,,1,,1,1,1,1,,1,,
1351,20/04/2016,,1,,1,,1,1,,,1,1,,1,,,,1,,1,1,1,1,1,1,1
1352,22/04/2016,,,,,,1,,1,,1,1,1,1,1,1,1,,,1,1,1,,1,1,1
1353,25/04/2016,,,1,,1,,1,1,1,1,1,1,,1,,,,1,,,1,1,1,1,1
1354,27/04/2016,1,1,1,,1,,1,,1,,1,1,1,1,1,,,1,,1,1,,,1,
1355,29/04/2016,1,1,1,1,,1,1,1,,,1,,,,1,1,,1,,1,1,1,,1,
1356,02/05/2016,,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,
1357,04/05/2016,,,1,,,,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,,
1358,06/05/2016,1,1,1,1,,1,,1,1,,,,1,,1,,1,1,1,1,,1,1,,
1359,09/05/2016,,,1,,1,,1,1,1,,1,,1,1,1,1,1,1,,1,1,,1,,
1360,11/05/2016,1,1,1,1,1,1,,1,,1,1,1,,1,,,,1,,1,,,1,1,
1361,13/05/2016,1,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,,1
1362,16/05/2016,1,,1,1,,1,,,1,1,1,1,1,,,1,,,,,1,1,1,1,1
1363,18/05/2016,,,,,1,,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,
1364,20/05/2016,1,,,,,1,,,1,1,1,1,1,,1,1,1,1,,1,,1,,1,1
1365,23/05/2016,,1,1,,,1,,,1,1,,1,,1,1,,,,1,1,1,1,1,1,1
1366,25/05/2016,,,,1,,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,,1,1
1367,27/05/2016,,1,1,1,1,1,1,,1,,,,,1,1,1,1,1,,1,,,1,1,
1368,30/05/2016,,,,,1,,1,1,,1,1,1,,1,,1,,1,1,1,,1,1,1,1
1369,01/06/2016,,,1,1,1,,,,1,1,1,1,1,1,,1,1,1,,,1,1,,1,
1370,03/06/2016,,1,,1,1,,1,1,,,1,,1,1,,,1,1,,1,1,1,,1,1
1371,06/06/2016,,,1,1,1,,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1
1372,08/06/2016,1,1,1,,1,,1,,1,1,,,1,,1,1,1,1,,,1,,1,,1
1373,10/06/2016,1,1,1,1,1,1,1,1,,,,1,,,,,1,1,,1,1,,1,1,
1374,13/06/2016,,1,1,1,1,1,,,1,1,,,,1,1,1,,,1,1,1,,1,,1
1375,15/06/2016,1,,,,1,1,,,1,1,1,,,1,1,1,,1,,1,,1,1,1,1
1376,17/06/2016,1,,1,1,1,1,,,,,,1,1,1,1,1,,1,1,1,,1,,1,
1377,20/06/2016,1,,,,1,1,,1,1,1,,1,1,,1,,1,,1,1,1,1,,,1
1378,22/06/2016,1,1,1,,,1,,1,,1,,1,1,,,,1,,1,1,1,,1,1,1
1379,24/06/2016,1,1,,1,1,,1,1,1,1,,1,,1,1,,1,1,,,1,1,,,
1380,27/06/2016,,,1,1,1,1,,1,,,1,1,,1,1,1,1,,,,1,1,,1,1
1381,29/06/2016,1,,,1,,1,,1,1,1,,1,1,1,,1,1,1,1,,1,,,,1
1382,01/07/2016,1,,,,,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,
1383,04/07/2016,,1,,,,1,1,1,1,,,,1,1,1,1,1,,,1,1,1,,1,1
1384,06/07/2016,,,1,1,,1,,1,1,,1,1,1,,1,,,1,1,1,,1,,1,1
1385,08/07/2016,,,,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,
1386,11/07/2016,1,1,1,1,,,1,,1,,,,1,,,1,1,1,1,,1,1,,1,1
1387,13/07/2016,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,,,,,,1,
1388,15/07/2016,1,,1,,1,,1,1,,1,1,1,,,1,,,1,1,1,1,,1,,1
1389,18/07/2016,1,1,,1,1,1,,1,,1,,1,,1,1,1,1,1,,1,1,,,,
1390,20/07/2016,,,1,,1,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,1,,
1391,22/07/2016,1,,1,,1,1,,,,1,1,1,,,1,1,1,,1,1,1,,,1,1
1392,25/07/2016,1,1,1,1,,,,1,1,,,,,1,1,1,1,1,,1,1,1,,,1
1393,27/07/2016,,,1,1,1,,1,,1,1,1,1,1,1,,,1,1,,1,,1,1,,
1394,29/07/2016,,,1,1,1,1,,,1,1,1,,,1,1,1,,1,1,,1,1,1,,
1395,01/08/2016,,,,,1,1,1,1,,,1,1,1,1,,1,1,1,1,,,1,1,,1
1396,03/08/2016,,,1,,1,1,1,,,1,,1,1,,,,1,1,1,1,,1,1,1,1
1397,05/08/2016,1,,1,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,,,1
1398,08/08/2016,1,,,1,1,1,1,1,,,1,,,1,1,1,,,1,1,1,,,1,1
1399,10/08/2016,,,,1,1,1,,1,1,,,1,1,1,1,,1,,1,,1,1,,1,1
1400,12/08/2016,1,1,1,,1,1,,,1,1,,1,,,,1,,,1,,1,1,1,1,1
1401,15/08/2016,1,,1,1,1,1,1,1,,,,,,1,1,,,1,1,,1,1,,1,1
1402,17/08/2016,,1,1,1,1,,,1,1,,1,1,,1,1,1,,,1,1,1,,1,,
1403,19/08/2016,,,1,1,1,,,1,1,1,1,1,1,,1,1,1,,,,1,,1,,1
1404,22/08/2016,1,1,1,1,,,,1,,1,1,,1,,1,1,,1,1,,1,1,,,1
1405,24/08/2016,,1,1,1,,,1,,1,1,1,,,1,1,1,,1,1,1,,,1,1,
